3,73
4,62
5,59
6,79
7,79
8,78
9,89
10,97
11,90
12,77
13,83
14,91
15,88
16,89
17,89
18,71
19,89
20,98
21,95
22,96
23,82
24,103
25,108
26,91
27,96
28,88
29,91
30,103
31,100
32,98
33,93
34,84
35,85
36,98
37,102
38,96
39,112
40,117
41,89
42,108
43,100
44,96
45,109
46,97
47,99
48,97
49,100
50,110
51,95
52,106
53,99
54,113
55,100
56,107
57,93
58,87
59,125
60,90
61,111
62,110
63,114
64,110
65,95
66,107
67,100
68,98
69,121
70,109
71,106
72,95
73,87
74,98
75,107
76,101
77,103
78,100
79,107
80,116
81,98
82,95
83,102
84,102
85,120
86,111
87,89
88,114
89,129
90,104
91,96
92,109
93,100
94,92
95,111
96,90
97,115
98,101
99,100
100,93
101,115
102,96
103,100
104,97
105,109
106,110
107,110
108,103
109,90
110,111
111,104
112,92
113,116
114,118
115,125
116,107
117,95
118,105
119,112
120,107
121,97
122,114
123,112
124,120
125,82
126,115
127,106
128,101
129,119
130,117
131,105
132,109
133,115
134,100
135,97
136,110
137,97
138,110
139,110
140,106
141,106
142,118
143,121
144,115
145,110
146,109
147,105
148,107
149,102
150,96
151,112
152,129
153,97
154,91
155,103
156,122
157,119
158,92
159,116
160,94
161,109
162,101
163,106
164,106
165,97
166,111
167,104
168,83
169,104
170,103
171,111
172,124
173,103
174,84
175,114
176,98
177,107
178,110
179,102
180,113
181,118
182,111
183,108
184,107
185,110
186,93
187,116
188,114
189,101
190,91
191,128
192,106
193,95
194,117
195,94
196,114
197,112
198,103
199,85
200,108
201,110
202,122
203,109
204,99
205,110
206,115
207,105
208,119
209,86
210,107
211,135
212,102
213,118
214,99
215,91
216,104
217,111
218,117
219,112
220,101
221,102
222,101
223,111
224,92
225,106
226,96
227,110
228,100
229,97
230,103
231,106
232,93
233,104
234,86
235,104
236,99
237,117
238,117
239,95
240,109
241,99
242,95
243,100
244,109
245,100
246,117
247,120
248,100
249,99
250,107
251,101
252,112
253,115
254,104
255,82
256,125
257,93
258,115
259,101
260,107
261,90
262,106
263,101
264,111
265,97
266,101
267,117
268,114
269,107
270,97
271,97
272,109
273,105
274,115
275,115
276,116
277,108
278,120
279,105
280,114
281,96
282,115
283,96
284,95
285,114
286,107
287,92
288,100
289,110
290,109
291,110
292,87
293,95
294,97
295,89
296,88
297,94
298,92
299,104
300,100
301,109
302,96
303,113
304,117
305,120
306,118
307,106
308,108
309,105
310,100
311,100
312,99
313,95
314,97
315,82
316,108
317,92
318,108
319,105
320,106
321,113
322,97
323,107
324,89
325,114
326,96
327,99
328,97
329,110
330,116
331,99
332,94
333,85
334,104
335,86
336,123
337,97
338,97
339,93
340,107
341,95
342,96
343,111
344,86
345,120
346,113
347,91
348,97
349,92
350,109
351,86
352,98
353,107
354,96
355,107
356,113
357,86
358,92
359,87
360,114
361,112
362,90
363,100
364,96
365,90
366,104
367,116
368,107
369,90
370,106
371,96
372,92
373,128
374,112
375,95
376,87
377,91
378,103
379,92
380,90
381,93
382,109
383,92
384,98
385,111
386,106
387,99
388,108
389,87
390,103
391,103
392,102
393,101
394,91
395,85
396,98
397,102
398,81
399,106
400,100
401,90
402,88
403,107
404,98
405,103
406,80
407,96
408,108
409,124
410,95
411,84
412,98
413,102
414,119
415,101
416,94
417,89
418,92
419,97
420,111
421,96
422,90
423,84
424,106
425,96
426,105
427,105
428,94
429,94
430,89
431,92
432,86
433,101
434,107
435,96
436,96
437,96
438,90
439,99
440,101
441,96
442,95
443,83
444,95
445,98
446,96
447,95
448,80
449,95
450,99
451,103
452,109
453,105
454,105
455,101
456,108
457,90
458,97
459,101
460,92
461,82
462,86
463,101
464,96
465,85
466,93
467,101
468,99
469,110
470,94
471,95
472,89
473,103
474,112
475,109
476,88
477,87
478,106
479,89
480,98
481,87
482,94
483,87
484,94
485,89
486,113
487,82
488,111
489,96
490,93
491,95
492,103
493,102
494,91
495,98
496,89
497,100
498,71
499,105
500,101
501,86
502,87
503,87
504,93
505,92
506,110
507,92
508,91
509,85
510,112
511,112
512,86
513,90
514,85
515,90
516,99
517,93
518,91
519,101
520,97
521,86
522,109
523,102
524,92
525,72
526,95
527,83
528,92
529,82
530,102
531,100
532,84
533,90
534,97
535,105
536,85
537,98
538,79
539,96
540,98
541,92
542,88
543,98
544,99
545,90
546,83
547,115
548,91
549,98
550,90
551,98
552,103
553,96
554,85
555,84
556,112
557,94
558,98
559,86
560,88
561,86
562,101
563,102
564,105
565,94
566,91
567,95
568,86
569,91
570,85
571,94
572,83
573,86
574,109
575,81
576,98
577,94
578,94
579,96
580,91
581,101
582,83
583,84
584,90
585,110
586,102
587,84
588,96
589,94
590,99
591,96
592,93
593,95
594,81
595,89
596,103
597,86
598,86
599,97
600,85
601,92
602,83
603,96
604,86
605,87
606,94
607,110
608,92
609,80
610,92
611,97
612,85
613,85
614,103
615,85
616,86
617,79
618,97
619,88
620,104
621,83
622,79
623,82
624,80
625,82
626,96
627,80
628,93
629,87
630,80
631,86
632,94
633,85
634,81
635,79
636,86
637,93
638,87
639,80
640,109
641,93
642,78
643,86
644,98
645,101
646,92
647,102
648,88
649,96
650,114
651,97
652,94
653,92
654,88
655,79
656,88
657,99
658,98
659,86
660,79
661,92
662,92
663,95
664,93
665,78
666,82
667,88
668,95
669,94
670,92
671,88
672,90
673,83
674,88
675,85
676,97
677,112
678,78
679,81
680,83
681,91
682,75
683,72
684,83
685,87
686,92
687,85
688,101
689,91
690,95
691,97
692,93
693,81
694,97
695,102
696,93
697,89
698,86
699,98
700,86
701,94
702,91
703,83
704,76
705,70
706,92
707,71
708,101
709,102
710,89
711,86
712,89
713,96
714,82
715,97
716,85
717,102
718,94
719,75
720,101
721,86
722,86
723,86
724,90
725,81
726,75
727,74
728,87
729,80
730,73
731,67
732,83
733,85
734,82
735,84
736,92
737,89
738,83
739,90
740,91
741,104
742,88
743,76
744,94
745,80
746,91
747,93
748,80
749,78
750,84
751,98
752,90
753,82
754,92
755,87
756,97
757,75
758,85
759,80
760,80
761,98
762,74
763,89
764,94
765,91
766,81
767,78
768,84
769,82
770,73
771,87
772,81
773,86
774,83
775,87
776,85
777,89
778,102
779,89
780,81
781,86
782,78
783,76
784,83
785,83
786,65
787,77
788,88
789,88
790,94
791,85
792,89
793,88
794,96
795,78
796,81
797,91
798,87
799,80
800,75
801,78
802,90
803,88
804,82
805,109
806,84
807,80
808,93
809,75
810,74
811,89
812,75
813,88
814,82
815,84
816,75
817,90
818,88
819,78
820,83
821,83
822,85
823,80
824,93
825,87
826,89
827,88
828,85
829,78
830,85
831,85
832,86
833,75
834,83
835,91
836,96
837,108
838,85
839,82
840,77
841,75
842,88
843,85
844,83
845,79
846,94
847,96
848,78
849,76
850,80
851,73
852,82
853,93
854,88
855,77
856,75
857,78
858,93
859,96
860,76
861,73
862,80
863,75
864,73
865,76
866,78
867,79
868,82
869,76
870,81
871,94
872,83
873,75
874,78
875,88
876,87
877,87
878,91
879,77
880,76
881,81
882,79
883,83
884,89
885,72
886,87
887,78
888,87
889,67
890,70
891,83
892,67
893,84
894,68
895,70
896,79
897,71
898,70
899,89
900,64
901,73
902,78
903,98
904,87
905,77
906,67
907,86
908,91
909,82
910,90
911,96
912,99
913,75
914,81
915,77
916,82
917,80
918,93
919,88
920,93
921,97
922,76
923,65
924,82
925,80
926,104
927,77
928,70
929,86
930,94
931,91
932,99
933,84
934,70
935,83
936,77
937,74
938,85
939,92
940,82
941,79
942,100
943,84
944,92
945,86
946,90
947,73
948,68
949,73
950,65
951,70
952,89
953,84
954,84
955,82
956,73
957,85
958,79
959,90
960,80
961,78
962,80
963,75
964,75
965,87
966,75
967,64
968,68
969,78
970,71
971,77
972,74
973,72
974,72
975,76
976,94
977,74
978,72
979,73
980,82
981,75
982,80
983,74
984,78
985,79
986,70
987,81
988,86
989,74
990,81
991,72
992,73
993,88
994,92
995,86
996,77
997,81
998,84
999,67
1000,75
1001,79
1002,78
1003,60
1004,89
1005,79
1006,91
1007,85
1008,68
1009,77
1010,81
1011,68
1012,77
1013,89
1014,81
1015,88
1016,84
1017,77
1018,91
1019,87
1020,78
1021,90
1022,73
1023,88
1024,66
1025,78
1026,80
1027,85
1028,70
1029,90
1030,69
1031,78
1032,85
1033,65
1034,67
1035,63
1036,90
1037,84
1038,84
1039,65
1040,75
1041,81
1042,79
1043,78
1044,79
1045,70
1046,69
1047,74
1048,83
1049,63
1050,75
1051,80
1052,77
1053,87
1054,82
1055,83
1056,74
1057,72
1058,83
1059,82
1060,81
1061,79
1062,87
1063,84
1064,91
1065,78
1066,73
1067,90
1068,63
1069,70
1070,69
1071,84
1072,75
1073,71
1074,82
1075,73
1076,86
1077,76
1078,82
1079,69
1080,80
1081,79
1082,77
1083,74
1084,62
1085,90
1086,89
1087,87
1088,70
1089,71
1090,81
1091,58
1092,74
1093,72
1094,65
1095,73
1096,61
1097,79
1098,75
1099,90
1100,92
1101,73
1102,93
1103,82
1104,83
1105,73
1106,75
1107,69
1108,80
1109,79
1110,78
1111,72
1112,74
1113,69
1114,78
1115,72
1116,53
1117,76
1118,65
1119,73
1120,68
1121,79
1122,71
1123,95
1124,73
1125,80
1126,69
1127,85
1128,63
1129,72
1130,74
1131,80
1132,87
1133,75
1134,86
1135,66
1136,76
1137,61
1138,71
1139,77
1140,76
1141,73
1142,81
1143,79
1144,91
1145,76
1146,65
1147,78
1148,58
1149,71
1150,65
1151,78
1152,59
1153,80
1154,78
1155,64
1156,69
1157,74
1158,76
1159,79
1160,60
1161,82
1162,87
1163,85
1164,63
1165,80
1166,83
1167,73
1168,68
1169,72
1170,71
1171,62
1172,67
1173,75
1174,73
1175,91
1176,64
1177,83
1178,78
1179,65
1180,72
1181,63
1182,75
1183,68
1184,71
1185,74
1186,64
1187,78
1188,90
1189,66
1190,76
1191,66
1192,77
1193,72
1194,77
1195,69
1196,88
1197,67
1198,75
1199,76
1200,78
1201,68
1202,78
1203,75
1204,71
1205,70
1206,64
1207,76
1208,68
1209,78
1210,61
1211,76
1212,78
1213,77
1214,73
1215,67
1216,91
1217,78
1218,77
1219,66
1220,75
1221,69
1222,69
1223,81
1224,65
1225,52
1226,59
1227,75
1228,58
1229,82
1230,68
1231,70
1232,59
1233,68
1234,64
1235,75
1236,62
1237,70
1238,73
1239,61
1240,79
1241,64
1242,68
1243,71
1244,72
1245,62
1246,73
1247,66
1248,72
1249,66
1250,73
1251,63
1252,64
1253,71
1254,70
1255,71
1256,69
1257,65
1258,58
1259,61
1260,69
1261,95
1262,59
1263,70
1264,72
1265,67
1266,71
1267,74
1268,77
1269,57
1270,60
1271,76
1272,69
1273,64
1274,74
1275,71
1276,62
1277,59
1278,65
1279,63
1280,61
1281,75
1282,57
1283,65
1284,70
1285,65
1286,69
1287,65
1288,66
1289,71
1290,77
1291,70
1292,72
1293,60
1294,78
1295,68
1296,84
1297,72
1298,63
1299,88
1300,60
1301,55
1302,82
1303,66
1304,66
1305,62
1306,71
1307,73
1308,76
1309,66
1310,74
1311,69
1312,69
1313,68
1314,73
1315,68
1316,72
1317,80
1318,65
1319,66
1320,64
1321,64
1322,64
1323,51
1324,58
1325,64
1326,51
1327,66
1328,65
1329,66
1330,71
1331,56
1332,76
1333,54
1334,75
1335,61
1336,64
1337,61
1338,74
1339,67
1340,67
1341,66
1342,55
1343,73
1344,69
1345,79
1346,73
1347,78
1348,63
1349,77
1350,75
1351,64
1352,59
1353,60
1354,67
1355,54
1356,60
1357,61
1358,64
1359,61
1360,66
1361,82
1362,58
1363,48
1364,64
1365,61
1366,67
1367,71
1368,64
1369,67
1370,58
