0,4,40,29.5955520884,34
1,4,40,30.0444667335,34
2,4,40,29.4823142266,34
3,4,40,28.9015131815,34
4,4,40,28.5264651981,34
5,4,40,28.2242056917,34
6,4,40,27.9986422015,34
7,4,40,27.7564765874,34
8,4,40,27.6602867537,34
9,4,40,27.6455674882,34
10,4,40,27.5903887085,34
11,4,40,27.5892444965,34
12,4,40,27.5664484667,34
13,4,40,27.5563469303,34
14,4,40,27.5625730552,34
15,4,40,27.5808837223,34
16,4,40,27.6227966986,34
17,4,40,27.6215008934,34
18,4,40,27.6405209051,34
19,4,40,27.6670132067,34
20,4,40,27.6561199107,34
21,4,40,27.673421663,34
22,4,40,27.6785529385,34
23,4,40,27.6594482454,34
24,4,40,27.657630271,34
25,0,40,27.6598443457,34
26,4,40,27.667005553,34
27,4,40,27.6525212101,34
28,4,40,27.6147682239,34
29,4,40,27.6140745553,34
30,0,40,27.5987835747,34
31,4,40,27.5733628531,34
32,4,40,27.5872309895,34
33,4,40,27.5580501697,34
34,4,40,27.4973317922,34
35,4,40,27.4914131813,34
36,4,40,27.4729709873,34
37,4,40,27.4528053215,34
38,4,40,27.4041638283,34
39,4,40,27.359603811,34
40,4,40,27.349083994,34
41,4,40,27.3007028657,34
42,4,40,27.2380975909,34
43,4,40,27.2123596062,34
44,4,40,27.1681364758,34
45,4,40,27.1247634049,34
46,4,40,27.0983835846,34
47,4,40,27.0186017636,34
48,0,40,26.9610696695,34
49,4,40,26.9436199309,34
50,4,40,26.883830209,34
51,4,40,26.8377175679,34
52,4,40,26.7707674475,34
53,4,40,26.7372346818,34
54,4,40,26.6821344225,34
55,4,40,26.650542782,34
56,4,40,26.5880478707,34
57,4,40,26.5617440301,34
58,4,40,26.5195901759,34
59,4,40,26.4689660802,34
60,4,40,26.4493193835,34
61,4,40,26.4121861962,34
62,4,40,26.3633530268,34
63,4,40,26.3361570766,34
64,4,40,26.3135594971,34
65,4,40,26.2893484241,34
66,0,40,26.2523326319,34
67,4,40,26.1920871798,34
68,4,40,26.1684409072,34
69,0,40,26.1188382832,34
70,4,40,26.0837349798,34
71,4,40,26.049452613,34
72,0,40,26.011173263,34
73,0,40,25.967444045,34
74,4,40,25.9221993171,34
75,4,40,25.8708852305,34
76,4,40,25.8283217444,34
77,4,40,25.7793852688,34
78,4,40,25.7220192794,34
79,4,40,25.6840725625,34
80,4,40,25.616221149,34
81,4,40,25.5946295077,34
82,4,40,25.5440559897,34
83,4,40,25.4969765147,34
84,4,40,25.4320350937,34
85,4,40,25.4018138845,34
86,4,40,25.344524501,34
87,0,40,25.3117962714,34
88,4,40,25.2650495888,34
89,4,40,25.2100833788,34
90,0,40,25.1714747348,34
91,4,40,25.1382813054,34
92,4,40,25.0863721164,34
93,4,40,25.039444315,34
94,0,40,25.0144001508,34
95,4,40,24.9557341097,34
96,4,40,24.9039623679,34
97,4,40,24.8598881236,34
98,4,40,24.7929615634,34
99,4,40,24.7291255853,34
100,4,40,24.6575012004,34
101,4,40,24.6101707976,34
102,4,40,24.5607161631,34
103,4,40,24.5028441146,34
104,4,40,24.4547480255,34
105,4,40,24.3888227929,34
106,0,40,24.3638199213,34
107,0,40,24.3023147167,34
108,0,40,24.2545922145,34
109,4,40,24.1924590475,34
110,4,40,24.1420644609,34
111,4,40,24.1098163364,34
112,0,40,24.051495295,34
113,4,40,24.0061420438,34
114,4,40,23.9616296261,34
115,4,40,23.9117771552,34
116,0,40,23.8663387762,34
117,0,40,23.8182991312,34
118,4,40,23.7620209244,34
119,4,40,23.7196992297,34
120,4,40,23.6924282134,34
121,4,40,23.6408028353,34
122,4,40,23.5789221379,34
123,4,40,23.5194205568,34
124,0,40,23.4826384117,34
125,0,40,23.4183994248,34
126,4,40,23.4020701205,34
127,4,40,23.332024271,34
128,4,40,23.2860376656,34
129,4,40,23.2346812606,34
130,4,40,23.180335496,34
131,4,40,23.1440749555,34
132,4,40,23.0835796076,34
133,4,40,23.0513900371,34
134,4,40,23.0157496065,34
135,4,40,22.9672298021,34
136,0,40,22.9050238615,34
137,4,40,22.8748422734,34
138,0,40,22.8378861306,34
139,0,40,22.7956962894,34
140,4,40,22.7350842059,34
141,0,40,22.6981446531,34
142,0,40,22.6386120457,34
143,4,40,22.5930334214,34
144,4,40,22.5333275326,34
145,0,40,22.4958456919,34
146,4,40,22.4456122959,34
147,4,40,22.3811004171,34
148,4,40,22.3555771287,34
149,4,40,22.2919781755,34
150,4,40,22.23204496,34
151,0,40,22.17002835,34
152,4,40,22.1265167231,34
153,4,40,22.0604384685,34
154,0,40,22.026709287,34
155,4,40,21.9812308327,34
156,4,40,21.9443198527,34
157,4,40,21.8812015069,34
158,0,40,21.8518689897,34
159,0,40,21.7780437947,34
160,0,40,21.7342292587,23
161,4,40,21.6963351325,34
162,0,40,21.6391204907,23
163,4,40,21.5783496556,23
164,4,40,21.5518077391,23
165,4,40,21.4975423674,23
166,0,40,21.4232242471,23
167,4,40,21.3700576359,23
168,0,40,21.3281508836,23
169,0,40,21.2759002062,23
170,4,40,21.2334207085,23
171,0,40,21.1783194574,23
172,0,40,21.1240150148,23
173,0,40,21.0778550725,23
174,4,40,21.0461468089,23
175,4,40,21.0013822643,15
176,0,40,20.9483077403,23
177,0,40,20.8936439159,15
178,4,40,20.8409192998,15
179,0,40,20.7970035491,15
180,0,40,20.7280706189,15
181,0,40,20.6806058315,15
182,4,40,20.6126310456,15
183,4,40,20.5834612825,15
184,4,40,20.5419941274,15
185,4,40,20.4845241087,15
186,4,40,20.4332638381,15
